Time (seconds),sensor name,altitude,azimuth,measure
183.52,LDR,20,0.0,455
184.23,LDR,20,10.58823,432
184.96,LDR,20,21.17647,495
185.67,LDR,20,31.76471,469
186.39,LDR,20,42.35294,449
187.11,LDR,20,52.94117,430
187.83,LDR,20,63.52941,414
188.54,LDR,20,74.11765,401
189.41,LDR,20,84.70588,392
190.13,LDR,20,95.29411,386
190.84,LDR,20,105.8823,385
191.56,LDR,20,116.4706,387
192.28,LDR,20,127.0588,392
193.00,LDR,20,137.647,394
193.72,LDR,20,148.2353,394
194.44,LDR,20,158.8235,514
195.15,LDR,20,169.4118,387
195.91,LDR,20,180.0,427
196.62,LDR,20,190.5882,495
197.34,LDR,20,201.1765,641
198.06,LDR,20,211.7647,393
198.78,LDR,20,222.3529,389
199.50,LDR,20,232.9412,392
200.22,LDR,20,243.5294,400
200.93,LDR,20,254.1176,414
201.65,LDR,20,264.7059,433
202.37,LDR,20,275.2941,455
203.13,LDR,20,285.8824,478
203.85,LDR,20,296.4706,508
204.56,LDR,20,307.0588,543
205.28,LDR,20,317.647,572
206.00,LDR,20,328.2353,586
206.73,LDR,20,338.8235,583
207.44,LDR,20,349.4117,563
208.17,LDR,30,0.0,532
208.94,LDR,30,11.6129,500
209.72,LDR,30,23.22581,464
210.53,LDR,30,34.83871,431
211.31,LDR,30,46.45162,401
212.08,LDR,30,58.06452,380
212.86,LDR,30,69.67742,361
213.64,LDR,30,81.29033,350
214.41,LDR,30,92.90323,339
215.19,LDR,30,104.5161,333
215.97,LDR,30,116.129,331
216.74,LDR,30,127.7419,332
217.55,LDR,30,139.3548,332
218.33,LDR,30,150.9677,332
219.11,LDR,30,162.5807,340
219.88,LDR,30,174.1935,368
220.66,LDR,30,185.8065,501
221.44,LDR,30,197.4194,470
222.21,LDR,30,209.0322,336
222.99,LDR,30,220.6452,338
223.76,LDR,30,232.2581,347
224.54,LDR,30,243.871,360
225.35,LDR,30,255.4839,379
226.13,LDR,30,267.0968,406
226.91,LDR,30,278.7097,440
227.68,LDR,30,290.3226,469
228.46,LDR,30,301.9355,508
229.23,LDR,30,313.5484,546
230.01,LDR,30,325.1613,590
230.79,LDR,30,336.7742,678
231.56,LDR,30,348.3871,585
232.38,LDR,40,0.0,579
233.22,LDR,40,12.85714,512
234.07,LDR,40,25.71429,459
234.92,LDR,40,38.57143,414
235.77,LDR,40,51.42857,378
236.62,LDR,40,64.28571,354
237.46,LDR,40,77.14285,334
238.31,LDR,40,90.0,320
239.16,LDR,40,102.8571,312
240.01,LDR,40,115.7143,305
240.89,LDR,40,128.5714,301
241.74,LDR,40,141.4286,297
242.59,LDR,40,154.2857,297
243.43,LDR,40,167.1428,296
244.28,LDR,40,180.0,298
245.13,LDR,40,192.8571,303
245.98,LDR,40,205.7143,307
246.83,LDR,40,218.5714,315
247.68,LDR,40,231.4286,326
248.52,LDR,40,244.2857,344
249.41,LDR,40,257.1429,369
250.26,LDR,40,270.0,403
251.10,LDR,40,282.8571,449
251.95,LDR,40,295.7143,488
252.80,LDR,40,308.5714,544
253.64,LDR,40,321.4286,610
254.49,LDR,40,334.2857,744
255.34,LDR,40,347.1428,651
256.19,LDR,50,0.0,609
257.23,LDR,50,15.65217,506
258.24,LDR,50,31.30435,440
259.25,LDR,50,46.95652,393
260.25,LDR,50,62.6087,351
261.26,LDR,50,78.26087,326
262.27,LDR,50,93.91304,308
263.27,LDR,50,109.5652,297
264.28,LDR,50,125.2174,290
265.29,LDR,50,140.8696,284
266.29,LDR,50,156.5217,283
267.33,LDR,50,172.1739,284
268.34,LDR,50,187.8261,288
269.35,LDR,50,203.4782,296
270.35,LDR,50,219.1304,309
271.35,LDR,50,234.7826,324
272.36,LDR,50,250.4348,349
273.37,LDR,50,266.0869,392
274.37,LDR,50,281.7391,432
275.38,LDR,50,297.3913,486
276.42,LDR,50,313.0435,587
277.43,LDR,50,328.6956,808
278.43,LDR,50,344.3478,885
279.44,LDR,60,0.0,579
280.70,LDR,60,20.0,464
281.95,LDR,60,40.0,408
283.21,LDR,60,60.0,360
284.46,LDR,60,80.0,319
285.72,LDR,60,100.0,299
286.97,LDR,60,120.0,287
288.22,LDR,60,140.0,281
289.51,LDR,60,160.0,279
290.76,LDR,60,180.0,281
292.02,LDR,60,200.0,291
293.27,LDR,60,220.0,306
294.53,LDR,60,240.0,328
295.78,LDR,60,260.0,373
297.04,LDR,60,280.0,418
298.29,LDR,60,300.0,488
299.55,LDR,60,320.0,595
300.80,LDR,60,340.0,675
302.05,LDR,70,0.0,511
303.91,LDR,70,30.0,418
305.74,LDR,70,60.0,363
307.56,LDR,70,90.0,318
309.38,LDR,70,120.0,298
311.21,LDR,70,150.0,291
313.03,LDR,70,180.0,295
314.86,LDR,70,210.0,310
316.68,LDR,70,240.0,345
318.50,LDR,70,270.0,395
320.33,LDR,70,300.0,455
322.19,LDR,70,330.0,514
324.01,LDR,80,0.0,439
327.54,LDR,80,60.0,370
331.07,LDR,80,120.0,319
334.60,LDR,80,180.0,316
338.13,LDR,80,240.0,361
341.66,LDR,80,300.0,413
345.19,LDR,90,0.0,386
